date|lengthThreshold|languages
1335052800000|97|uz
1335052800000|97|uz;tk
1335052800000|97|uz;tk
1335052800000|240|ar
1335052800000|240|tk
1335052800000|240|tk
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz
1335052800000|240|uz;tk
1335052800000|240|uz;tk
1335830400000|20|ar
1335830400000|20|tk
1335830400000|20|tk
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz
1335830400000|20|uz;tk
1335830400000|20|uz;tk
1335830400000|40|ar
1335830400000|40|tk
1335830400000|40|tk
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz
1335830400000|40|uz;tk
1335830400000|40|uz;tk
1335830400000|113|ar
1335830400000|113|tk
1335830400000|113|tk
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz
1335830400000|113|uz;tk
1335830400000|113|uz;tk
1335830400000|97|ar
1335830400000|97|tk
1335830400000|97|tk
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz
1335830400000|97|uz;tk
1335830400000|97|uz;tk
1335830400000|240|ar
1335830400000|240|tk
1335830400000|240|tk
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz
1335830400000|240|uz;tk
1335830400000|240|uz;tk
1336435200000|20|ar
1336435200000|20|tk
1336435200000|20|tk
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz
1336435200000|20|uz;tk
1336435200000|20|uz;tk
1336435200000|40|ar
1336435200000|40|tk
1336435200000|40|tk
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz
1336435200000|40|uz;tk
1336435200000|40|uz;tk
1336435200000|113|ar
1336435200000|113|tk
1336435200000|113|tk
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz
1336435200000|113|uz;tk
1336435200000|113|uz;tk
1336435200000|97|ar
1336435200000|97|tk
1336435200000|97|tk
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz
1336435200000|97|uz;tk
1336435200000|97|uz;tk
1336435200000|240|ar
1336435200000|240|tk
1336435200000|240|tk
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz
1336435200000|240|uz;tk
1336435200000|240|uz;tk
1337040000000|20|ar
1337040000000|20|tk
1337040000000|20|tk
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz
1337040000000|20|uz;tk
1337040000000|20|uz;tk
1337040000000|40|ar
1337040000000|40|tk
1337040000000|40|tk
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz
1337040000000|40|uz;tk
1337040000000|40|uz;tk
1337040000000|113|ar
1337040000000|113|tk
1337040000000|113|tk
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz
1337040000000|113|uz;tk
1337040000000|113|uz;tk
1337040000000|97|ar
1337040000000|97|tk
1337040000000|97|tk
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz
1337040000000|97|uz;tk
1337040000000|97|uz;tk
1337040000000|240|ar
1337040000000|240|tk
1337040000000|240|tk
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz
1337040000000|240|uz;tk
1337040000000|240|uz;tk
1337644800000|20|ar
1337644800000|20|tk
1337644800000|20|tk
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz
1337644800000|20|uz;tk
1337644800000|20|uz;tk
1337644800000|40|ar
1337644800000|40|tk
1337644800000|40|tk
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz
1337644800000|40|uz;tk
1337644800000|40|uz;tk
1337644800000|113|ar
1337644800000|113|tk
1337644800000|113|tk
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz
1337644800000|113|uz;tk
1337644800000|113|uz;tk
1337644800000|97|ar
1337644800000|97|tk
1337644800000|97|tk
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz
1337644800000|97|uz;tk
1337644800000|97|uz;tk
1337644800000|240|ar
1337644800000|240|tk
1337644800000|240|tk
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz
1337644800000|240|uz;tk
1337644800000|240|uz;tk
